,ID,縣市,鄉鎮市區,路名,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,備註,主建物面積,陽台面積,附屬建物面積,lat,lng,鄰近ATM統計,鄰近便利商店統計,鄰近公車站點統計,鄰近國中統計,鄰近國小統計,鄰近大學統計,鄰近捷運站點統計,鄰近火車站點統計,鄰近腳踏車站點統計,鄰近郵局據點統計,鄰近醫療機構統計,鄰近金融機構統計,鄰近高中統計
968,PU-969,新北市,蘆洲區,永安南路二段,0.4085329993511097,,10,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.5,0.7209768306759251,-0.8193256863726953,0.0,297132,2774451,,0.5246217329867581,0.8304005200204746,-0.4384519028208025,25.077571325632853,121.4672213034163,69,53,482,0,4,0,0,0,20,3,101,15,1
969,PU-970,高雄市,鼓山區,美術東四路,-0.5758576665220669,,5,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.833333333333334,-0.1431286641161074,-0.8193256863726953,0.0,177017,2507279,,-0.3260324218855428,-0.1660984001537582,-0.4384519028208025,22.664244370276105,120.28981330126979,50,32,199,2,3,0,0,1,41,4,96,9,1
970,PU-971,台北市,南港區,重陽路,0.2675280911092597,住,3,5,工業用,鋼筋混凝土造,公寓(5樓含以下無電梯),39.91666666666666,-0.610228243415258,-0.8193256863726953,0.0,311800,2772556,,-0.3809133351031106,1.198968613783547,0.2020915104961373,25.059934772303794,121.61253487101537,73,32,700,1,4,0,4,1,30,1,43,21,3
971,PU-972,新北市,中和區,中和路,-1.1591281826498072,,15,21,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.916666666666666,-0.3976490990847714,-0.8193256863726953,0.0,301556,2766105,,-0.7042580969983685,0.2860800482129741,-0.4384519028208025,25.002079332141474,121.51076310814254,123,89,737,3,11,0,1,0,36,4,234,43,4
972,PU-973,新北市,汐止區,工建路,-0.7369786661561832,,5,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),11.833333333333334,-0.6803219072215267,-0.8193256863726953,0.0,314559,2772923,,-1.0629642720492756,0.0062413103558264,-0.1267207750065586,25.063132644222875,121.63989677674816,68,36,424,1,2,0,0,1,21,2,35,17,1
973,PU-974,新北市,蘆洲區,長安街,0.3565964718735849,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),33.166666666666664,-0.5079604388454564,-0.8193256863726953,0.0,296201,2775138,,0.0881204489934225,-0.116614720898531,-0.4384519028208025,25.083802321991772,121.45801557712107,60,47,333,2,14,0,0,0,21,2,74,9,0
974,PU-975,台北市,北投區,榮華一路,-0.1734637379907403,,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),38.75,-0.2919340651474482,-0.8193256863726953,0.0,302934,2778265,,-0.1710079866111763,0.6444101393715167,-0.4384519028208025,25.111811501227905,121.52488184404928,113,57,474,4,9,6,2,0,28,5,176,33,1
975,PU-976,高雄市,左營區,南屏路,0.2459940195591155,,10,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.33333333333333,0.8456516261346156,0.3516351143132445,1.0,178068,2507627,,0.7534807989301209,1.4975770230823322,-0.4384519028208025,22.667431969671796,120.30002389228949,79,43,171,2,3,0,1,0,37,5,172,23,2
976,PU-977,新北市,新莊區,新北大道四段,0.214269717721849,,21,28,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),4.916666666666667,1.093277602368237,1.0715133901966851,1.0,294832,2772231,,0.8338219296197563,-0.0927260481546281,-0.4384519028208025,25.057599121750624,121.44434956017263,50,30,465,2,2,0,2,0,27,1,35,10,0
977,PU-978,台北市,南港區,園區街,-0.0494505580814263,,5,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),10.416666666666666,0.1722928230121008,2.345976003080459,2.0,311783,2772457,,-0.0954760081107092,-0.6626415264734531,1.1436903280720392,25.059041715739685,121.61236194000921,73,29,633,1,3,0,5,1,33,1,32,21,3
978,PU-979,新北市,新店區,光華街,0.3847638065351577,,4,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),43.333333333333336,-0.5792031791075654,-0.8193256863726953,0.0,302304,2762391,,-0.0991535950788966,0.3167940560265634,-0.4384519028208025,24.968523601078722,121.51803275981742,23,18,492,2,1,0,0,0,12,2,17,1,2
979,PU-980,新北市,中和區,中興街,-0.8962971486404551,,14,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.166666666666666,-0.7440956505206728,0.1322730645805223,1.0,300507,2764779,,-0.9744192935075296,-1.14041498135151,0.4305519945791793,24.990143468787075,121.50032255296597,77,60,362,2,12,0,3,0,28,3,90,6,1
980,PU-981,台北市,南港區,重陽路,-0.2246552250463292,,6,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),15.166666666666666,-0.7015798216545754,-0.3126302475534496,1.0,310272,2772220,,-1.0210963588729869,-0.5585551666607337,-0.4384519028208025,25.056963120146953,121.59737594762166,48,25,538,1,3,0,1,0,26,3,19,12,1
981,PU-982,台中市,西屯區,中工二路,-0.8625059604713669,,2,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),29.416666666666668,-0.6044828611360558,-0.8193256863726953,0.0,210843,2674233,,-0.6940740100095415,-1.1301769787469802,-0.4384519028208025,24.172968189792872,120.61461794730965,22,11,48,1,1,0,0,0,14,1,15,4,0
982,PU-983,台北市,中正區,中華路二段,1.9707866299024928,,5,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.83333333333333,1.4966034383682414,-0.8193256863726953,0.0,301099,2769599,,0.8490980601029966,0.3833410729560069,-0.2377482999814943,25.03363866478187,121.50636514077077,124,61,986,4,8,4,4,1,47,12,124,28,2
983,PU-984,台北市,松山區,光復北路,0.4136761816186664,,16,18,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),20.166666666666668,0.1987215814964318,-0.8193256863726953,0.0,305994,2772061,,-0.3005722044134755,-0.3179621054542835,0.0334150783226767,25.05569217881935,121.5549704243235,161,80,691,5,6,0,2,0,37,5,183,61,2
984,PU-985,新北市,中和區,光華街,2.235660516681669,住,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),29.916666666666668,0.7100606043454406,-0.8193256863726953,0.0,301120,2766238,,1.4440184750336416,1.4873390204778028,-0.4384519028208025,25.003294827753702,121.50644873088328,130,98,631,3,9,0,1,0,42,4,186,38,2
985,PU-986,新北市,板橋區,雨農路,-0.5122408279135485,,6,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),32.916666666666664,0.3136292270804787,0.1230042455777311,1.0,296620,2768624,,0.901998734183848,-0.7906165590300754,0.0526313807221846,25.024980910447137,121.46194876111521,121,95,388,4,0,7,2,0,57,4,179,18,0
986,PU-987,桃園市,桃園區,經國一路,-0.5002000133525861,,12,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.833333333333333,0.2217031106132412,0.5061154310264292,1.0,280187,2768978,,-0.1602581170118586,0.3304447261659365,0.4156059816017839,25.028593724790685,121.2991272471936,36,24,151,1,4,0,0,0,8,2,23,6,0
987,PU-988,台北市,士林區,天母西路,2.46647884610978,,7,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.166666666666666,2.0786106632514394,3.614259403295705,2.0,302975,2778910,,2.1198458032644125,0.7809168407652471,0.4540385864008003,25.117633032658517,121.52531326540735,94,49,554,2,7,6,0,0,19,4,130,23,1
988,PU-989,新北市,板橋區,華江一路,-0.4599678305680528,,9,19,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.5,-0.0759076914494402,0.5756315735473622,1.0,297023,2769430,,-0.4241957048056254,-0.9629562695396602,0.6889045046170115,25.032245054642534,121.46596938725176,89,60,252,1,1,0,2,0,48,2,119,22,0
989,PU-990,新北市,新莊區,西盛街,-0.1801210346641667,,11,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),30.416666666666668,0.2257248782086826,1.0792374060323442,1.0,293238,2767877,,0.550647733069316,1.1511912682957417,-0.3039377860242453,25.018337277201397,121.42841452192556,72,54,467,1,8,0,0,0,22,3,81,10,0
990,PU-991,新北市,三重區,福德南路,-0.8806272662178053,,13,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),20.08333333333333,-0.563116108725799,-0.8193256863726953,0.0,300728,2772794,,-0.622219618477262,-0.3418507781981864,-0.4384519028208025,25.06249552605527,121.50280646378386,89,65,423,2,14,0,1,0,28,4,122,28,1
991,PU-992,桃園市,八德區,介壽路一段,-0.2563795268835957,,2,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),16.75,0.1343732999693655,0.0828393632323031,1.0,280531,2763116,,0.074541666341653,-0.1473287287121204,0.6462016103958823,24.9756632024128,121.30240637622934,21,17,138,1,0,0,0,0,9,1,9,2,0
992,PU-993,新北市,新莊區,中正路,-0.1487572362568694,,11,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.25,0.0280837278041222,0.6436029129011638,1.0,295104,2769657,,0.6001537114872252,-0.1729237352234449,-0.4384519028208025,25.03435282834755,121.44696115353555,65,38,359,3,8,0,1,0,26,2,74,15,1
993,PU-994,台中市,烏日區,公園路,-0.3338156636409233,,10,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),10.5,-0.0219010980249378,0.296022200296498,1.0,211954,2666361,,-0.3282955523275043,-0.1439160611772772,0.1188208667649354,24.101917388658023,120.62575913005858,12,7,89,2,2,0,0,1,11,1,21,2,1
994,PU-995,台北市,信義區,吳興街,0.5275712319268525,,15,19,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.333333333333334,0.6365197111716505,1.0143556730128065,1.0,307765,2767935,,0.2420133190468085,-0.997082944888093,2.3094793403088696,25.018376500589373,121.57234968447045,9,8,66,0,1,0,0,0,6,0,11,0,0
995,PU-996,新北市,中和區,中安街,0.7639653477384823,,5,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),22.33333333333333,0.3446542913881714,-0.0901785914864637,1.0,301483,2765824,,0.4001495586788725,0.7365521628122847,-0.4384519028208025,24.999544939259096,121.5100294496676,131,90,789,2,10,0,3,0,37,4,228,41,3
996,PU-997,新北市,板橋區,四川路二段,0.576527597716634,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.583333333333336,-0.4809571421332053,-0.8193256863726953,0.0,295329,2765186,,-0.0725618123858483,1.1221835942495737,-0.4384519028208025,24.99398152948941,121.44904392657432,77,55,335,0,1,4,2,0,36,2,75,16,0
997,PU-998,新北市,新店區,北宜路二段,-0.4112758339602487,,3,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.5,-0.2023061015918916,-0.8193256863726953,0.0,305705,2760764,,-0.0711473558596224,0.4823084314664616,-0.1800993927829699,24.95371403201984,121.55165050365565,9,8,176,0,1,0,0,0,6,1,2,1,0
998,PU-999,新竹市,新竹市,竹光路,1.6385466688431216,,6,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.833333333333333,1.0122677122314838,1.2677033924224297,1.0,246098,2745134,,0.3746893412068048,0.2092950286790005,2.3308307874194343,24.813614699535375,120.96140139697019,53,34,74,2,5,0,0,0,14,4,69,24,1
999,PU-1000,高雄市,三民區,鼎貴路,-0.3605169510206225,,9,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),26.08333333333333,-0.1092309086688138,0.2589469242853338,1.0,180344,2508354,,-0.1769487040213252,-0.1678047339211798,-0.2228022870040994,22.674092367332577,120.3221383610858,38,19,259,0,1,7,0,0,15,3,45,6,2
1000,PU-1001,新北市,淡水區,中山北路三段,-0.0991759978551416,,13,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.583333333333334,-0.1046346028454521,0.1631691279231592,1.0,294537,2786970,,-0.3758212916086972,-0.7240695421006319,1.111663157406192,25.19067097758837,121.44190413050427,22,18,467,0,2,0,3,0,20,1,10,5,0
1001,PU-1002,新北市,新莊區,新泰路,0.2754591665685762,,8,16,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.83333333333333,0.4940342306474324,1.9659544239660245,1.0,295062,2770196,,1.2638167135924523,0.9737325564838916,-0.4384519028208025,25.039220205220936,121.44656257928767,88,60,444,3,10,0,1,0,36,3,116,19,1
1002,PU-1003,新北市,永和區,復興街,-0.7202993741296205,住,3,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.3333333333333333,-0.7745461766004452,-0.8193256863726953,0.0,302094,2767285,,-1.053063076365694,-0.8196242330762432,0.4561737311118567,25.012713982901555,121.51613739922365,102,69,408,1,5,0,1,0,46,3,168,30,1
1003,PU-1004,台中市,北區,忠明路,0.0558885441554966,,4,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.83333333333333,1.7212478854850537,-0.8193256863726953,1.0,216282,2673035,,1.4010189966363715,1.352538652851494,-0.4384519028208025,24.162277046537604,120.66817562485619,67,46,283,2,3,0,0,0,47,2,145,10,2
1004,PU-1005,台北市,北投區,中央北路二段,-0.7478899033032431,,6,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),17.166666666666668,-1.1744247832329284,-0.8193256863726953,0.0,299197,2781172,,-1.3650921860511438,-0.8691079123314706,-0.1438019326950101,25.138182148375318,121.48793190669974,13,7,231,0,9,0,1,0,9,2,6,1,0
1005,PU-1006,台北市,松山區,八德路二段,-0.9289827929576384,,7,12,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),36.25,-0.3838601816146856,-0.8193256863726953,0.0,305014,2771187,,-0.2683225956155233,0.0744946610526918,-0.4384519028208025,25.047837761880643,121.54522284720316,239,115,642,3,7,0,6,0,52,6,378,79,3
1006,PU-1007,新北市,汐止區,長江街,0.6324296629238169,,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),24.5,-0.4338450074437461,0.7749111821073706,1.0,316305,2773939,,-0.0623777253970213,-0.3725647860117757,0.0120636312121119,25.072229206629437,121.65725086036797,47,31,526,2,1,0,0,1,25,3,62,9,1
1007,PU-1008,台北市,萬華區,東園街,-0.1941085677469616,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.5,-0.8498106844579958,-0.8193256863726953,0.0,300034,2768753,,-0.543858726924343,0.3440953963053096,-0.4384519028208025,25.026036553628668,121.49578115502754,74,51,476,3,10,0,0,1,36,3,91,12,2
1008,PU-1009,桃園市,楊梅區,三民北路,0.7991264489414527,,2,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),4.25,0.6922499192799132,0.3639935396502993,1.0,267217,2755913,,0.4199519500460358,1.031747904576227,-0.4384519028208025,24.91084102828583,121.17044372569664,23,18,45,1,3,0,0,0,2,2,7,0,0
1009,PU-1010,新北市,淡水區,新民街,-0.3155261229604992,,9,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.0,0.0458944128696496,0.3176494446363439,1.0,294142,2785547,,0.1475276230949133,0.3167940560265634,-0.1715588139387442,25.177835939758875,121.43793903708284,48,31,853,3,11,4,0,0,15,2,44,16,1
1010,PU-1011,台中市,西區,精誠路,-0.118066377585514,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),38.583333333333336,-0.749841032799875,-0.8193256863726953,0.0,214986,2671816,,-0.4782279441074579,-0.1200273884333742,-0.4384519028208025,24.15124214262902,120.65545117518101,87,52,226,2,3,0,0,0,39,2,289,38,0
1011,PU-1012,台北市,士林區,雨聲街,0.894948260627196,,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),39.0,-0.1977097957685296,-0.8193256863726953,0.0,303444,2777110,,0.3215057758207083,-0.4083977951276299,-0.4384519028208025,25.101366329997063,121.52989377963065,66,36,864,2,10,0,2,0,33,2,102,26,2
1012,PU-1013,桃園市,桃園區,慈文路,0.5574449494902781,,9,26,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.0833333333333333,1.017438556282766,2.4788290754537976,2.0,279525,2765897,,0.787144864254299,0.5915137925814461,-0.4384519028208025,25.000790753193083,121.29250155869069,37,29,149,2,3,0,0,0,11,1,21,4,0
1013,PU-1014,桃園市,龜山區,文三二街,-0.1417634697154718,,5,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),16.5,-0.1977097957685296,1.3495779602804172,2.0,286365,2772199,,-0.313019421844264,0.1137403377033891,-0.1886399716271956,25.05753759644036,121.3604300380905,63,39,332,0,7,0,1,0,10,3,32,21,0
1014,PU-1015,高雄市,三民區,河堤路,-0.7961252622330867,,11,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.25,-0.0259228656203796,-0.8193256863726953,0.0,179534,2507327,,-0.1381925952027334,0.8082181810439932,-0.4384519028208025,22.66478452776708,120.31430232654341,59,35,286,1,1,7,0,0,34,3,165,19,0
1015,PU-1016,新北市,中和區,景安路,0.5160351221678465,,4,5,其他,鋼筋混凝土造,公寓(5樓含以下無電梯),8.583333333333334,-0.1356596671531445,-0.8193256863726953,0.0,301224,2765683,,-0.1336663343188103,0.2127076962138437,-0.4384519028208025,24.998280761798544,121.50745845153429,129,94,817,2,8,0,4,0,31,3,230,39,2
1016,PU-1017,高雄市,鼓山區,青海路,0.5456685041112933,,23,28,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.166666666666666,2.700835564089053,1.7821228470773345,2.0,176492,2505812,,2.3345603039455147,1.2945233047591584,-0.312478364868471,22.650974021001748,120.28477355484361,23,21,156,2,3,0,5,1,27,2,36,1,1
1017,PU-1018,桃園市,桃園區,昆明路,0.1767533274430816,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.75,-0.4855534479565672,-0.8193256863726953,0.0,281493,2764152,,0.0513445793115468,0.3304447261659365,-0.4384519028208025,24.984996831920725,121.31195837092866,92,48,403,4,3,0,0,1,16,3,83,31,0
1018,PU-1019,新北市,永和區,得和路,0.4383826833525375,,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.75,-0.6573403781047172,-0.8193256863726953,0.0,301957,2765962,,-0.159409443096123,-0.0859007130849417,-0.4384519028208025,25.000774632543354,121.51473029317465,116,88,768,2,6,0,2,0,37,3,242,34,2
1019,PU-1020,新北市,板橋區,民生路二段,-0.197665534922655,,13,27,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.25,0.4836925425448684,0.8382481119597762,1.0,297466,2767907,,0.2357897103314142,-0.500539818568398,1.2098798141147893,25.01848151218656,121.47030672823831,167,89,525,2,1,7,5,1,66,7,191,47,2
1020,PU-1021,高雄市,三民區,春陽街,-1.30044552719763,,3,23,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),28.166666666666668,-0.8883047457286517,-0.8193256863726953,0.0,181612,2505474,,-1.2165742507974164,-0.1132020533636876,-0.1587479456724057,22.64813625202347,120.33460273781209,50,36,280,2,11,1,0,0,22,2,96,9,3
1021,PU-1022,台北市,士林區,雨聲街,0.8360900672942676,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),40.0,-0.1586411962699537,-0.8193256863726953,0.0,303340,2777097,,0.1379093187165765,1.1051202565753575,-0.4384519028208025,25.101252647806866,121.52886215641449,74,38,888,2,12,0,2,0,34,2,112,30,1
1022,PU-1023,新北市,瑞芳區,明燈路二段,0.0206553422665325,,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),27.416666666666668,0.419918799245722,-0.8193256863726953,0.0,331752,2778002,,0.5540424287322585,0.6119897977905059,-0.2526943129588901,25.108150544226064,121.81060050145449,16,12,224,1,1,0,0,1,4,1,19,5,1
1023,PU-1024,新北市,新莊區,民安西路,0.4489334170696282,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),32.083333333333336,0.2550263278326153,-0.8193256863726953,0.0,292996,2767229,,1.087575430424696,-0.102964050759158,1.376421101577194,25.01249394932981,121.42599658266161,51,35,412,0,7,0,0,0,20,2,35,6,0
1024,PU-1025,台中市,豐原區,文村街,-0.3330706232189874,,12,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.4166666666666665,-0.0828021501844828,0.4273304695027051,1.0,222115,2683090,,-0.3331047045166727,-0.6694668615431396,0.0867936960990881,24.25317999543812,120.72538409160312,44,22,247,1,4,0,0,1,19,3,131,14,0
1025,PU-1026,新竹市,新竹市,天府路一段,0.1202023560619548,,3,7,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),3.5,-0.6831945983611278,-0.3497055235646139,1.0,244584,2747316,,-0.9684785760973806,-1.1062883060030773,1.271799010735427,24.833310473922634,120.94641643150172,2,3,16,0,1,0,0,0,0,0,2,0,0
1026,PU-1027,高雄市,三民區,義永路,0.2582511361780595,,9,14,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),30.5,1.1214299755363284,-0.4362145009239973,1.0,180526,2504939,,1.334539539903751,1.198968613783547,-0.4384519028208025,22.643260723460035,120.3240604488629,69,44,254,1,2,0,0,1,27,4,146,19,3
1027,PU-1028,台北市,內湖區,文德路,0.5251919092890575,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),37.16666666666666,-0.2114987132386155,-0.8193256863726953,0.0,309018,2774668,,0.3744064499015595,-0.4049851275927867,-0.4384519028208025,25.07911271275075,121.5850526212598,70,37,807,6,5,2,1,0,29,4,113,17,7
1028,PU-1029,台北市,內湖區,康寧路三段,1.314718454483025,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),37.0,0.4670309339351816,0.7640975599374478,1.0,311732,2773369,,0.5837460157830039,-1.1045819722356556,7.986829127008012,25.067277142603285,121.61189737058659,81,40,552,2,5,0,3,0,23,2,58,23,1
1029,PU-1030,台北市,北投區,中央北路四段,0.2704361521110092,住,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.5,-0.509109515301297,-0.8193256863726953,0.0,297632,2780316,,-0.1045285298785552,-0.5329601601494092,-0.4384519028208025,25.130504557021805,121.4723810560799,38,10,231,2,1,13,2,0,9,1,4,1,0
1030,PU-1031,高雄市,三民區,莊敬路,-0.8938216917546683,,6,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.583333333333334,-0.4079907871873355,-0.8193256863726953,0.0,180011,2505838,,-0.7017120752511616,-0.8196242330762432,0.1807400633855725,22.651357936598007,120.31901005470468,42,25,234,3,5,0,0,0,24,2,103,9,2
1031,PU-1032,台北市,中山區,龍江路,0.7655515628303462,,3,4,住家用,加強磚造,公寓(5樓含以下無電梯),51.5,-0.6263153137970248,-0.8193256863726953,0.0,304440,2772742,,0.1486591883158942,-1.6420771089734696,-0.4384519028208025,25.061896937127496,121.53959581451603,147,90,539,7,2,0,2,0,42,5,184,65,1
1032,PU-1033,高雄市,鳥松區,永善路,0.0602145853151238,,8,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.916666666666667,0.7002934544707969,0.1539003089203681,1.0,182260,2505763,,0.2632301669401981,-0.7633152187513293,1.1863932222931683,22.650772122449226,120.3408948288105,29,18,257,2,9,10,0,0,18,1,48,4,0
1033,PU-1034,新北市,板橋區,南雅南路二段,-0.9155239982387984,,2,20,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.333333333333334,-0.2620580772955959,-0.8193256863726953,0.0,295630,2765515,,-0.281335595656802,0.1973506923070491,-0.4384519028208025,24.99694274758762,121.45203652331624,56,43,318,0,0,4,1,0,37,2,60,8,2
1034,PU-1035,台北市,中正區,南昌路一段,-0.6335382153170968,住,8,18,住家用,其他,住宅大樓(11層含以上有電梯),11.333333333333334,1.4546621477300643,0.6760437794109323,1.0,302342,2769234,,0.9894121475046136,0.5744504549072298,0.8490403579462464,25.03030097738011,121.51866839198392,134,46,684,6,10,4,5,0,41,8,146,38,3
1035,PU-1036,桃園市,桃園區,大興西路二段,-1.052515301626994,,8,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.083333333333334,-1.2996741169195394,0.6698645667424051,1.0,280148,2766790,,-1.501445795179328,-1.0192652838645742,-0.4384519028208025,25.008840720025294,121.29869299377907,61,51,163,3,4,0,0,0,15,1,122,23,0
1036,PU-1037,台北市,士林區,芝玉路二段,0.7341877644230486,,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),11.833333333333334,-0.3097447502129756,-0.5582539511274132,2.0,303975,2778233,,-0.6454167055073681,-0.0978450494568929,-0.4384519028208025,25.11148571246022,121.5352025598805,66,33,409,3,6,0,0,0,20,2,90,11,1
1037,PU-1038,台南市,安平區,育平八街,0.0328403581994824,,4,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.416666666666668,0.0573851774280539,-0.8193256863726953,0.0,164480,2543912,,0.0190949705135946,-0.2906607651755374,-0.4384519028208025,22.99445212098837,120.16581321978663,22,19,86,1,1,0,0,0,5,2,43,2,0
1038,PU-1039,台北市,中正區,連雲街,-0.1868504320235871,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.91666666666666,-0.7642044884978809,-0.8193256863726953,0.0,303543,2769674,,-0.4920896180644724,0.3321510599333581,-0.4384519028208025,25.03423127192039,121.53058605128807,127,55,575,6,12,13,5,0,41,8,170,56,3
1039,PU-1040,桃園市,中壢區,長春路,-0.7936978724712959,,2,8,國民住宅,鋼筋混凝土造,華廈(10層含以下有電梯),22.75,-0.3746675699679619,0.1168250329092038,1.0,274778,2763173,,-0.569884727006901,1.0129782331345891,-0.4384519028208025,24.97628266290925,121.24542499141722,40,25,94,2,2,0,0,0,5,1,20,2,1
1040,PU-1041,高雄市,三民區,覺民路,-1.0733523998791985,,13,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.25,-0.7963786292614142,-0.8193256863726953,0.0,181771,2504411,,-1.124351685287483,-0.7547835499142213,0.027009644189507,22.638543210612482,120.33619581812442,50,39,234,4,4,0,0,2,25,1,129,13,2
1041,PU-1042,新北市,淡水區,淡金路,-1.3365439373185195,,22,22,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.833333333333334,-1.3439135604693973,-0.8193256863726953,0.0,296068,2783760,,-1.4988997734321212,-1.3178736931633597,-0.2911269177579063,25.16164532910269,121.45698654586246,20,12,293,0,0,0,4,0,8,1,3,0,0
1042,PU-1043,新北市,三重區,集美街,-0.5030600072303397,,6,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),22.916666666666668,-0.867046831295603,-0.8193256863726953,0.0,299723,2771914,,-0.7198171187868542,-0.6421655212643935,-0.4384519028208025,25.05458430235082,121.49281360971348,79,58,393,1,5,0,2,0,32,3,75,20,1
1043,PU-1044,台中市,西區,大進街,-0.0692782467297179,,9,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.416666666666668,0.9209161339921664,1.6523593810382595,2.0,214599,2671275,,0.6533372768733217,1.4634503477338998,0.2255781023177583,24.146348681418342,120.6516562688144,68,44,217,2,5,0,0,0,36,1,230,28,0
1044,PU-1045,台中市,太平區,旱溪西路二段,1.0458309628501945,,6,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.416666666666667,0.900807296014958,0.8506065372968312,2.0,219802,2672309,,0.5905354071088884,0.6290531354647221,0.0483610913000716,24.15579320916717,120.70283130366607,31,25,124,1,5,0,0,1,23,1,55,5,0
1045,PU-1046,高雄市,左營區,政德路,1.638618769529115,,3,25,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.416666666666667,3.655143560664562,1.6446353652026002,2.0,178197,2508834,,2.748430283519236,3.046928083901174,1.1095280126951348,22.678337182065736,120.30122391313816,34,22,159,2,1,0,1,1,26,2,76,5,0
