,ID,縣市,鄉鎮市區,路名,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,備註,主建物面積,陽台面積,附屬建物面積,lat,lng,鄰近捷運站點統計,鄰近火車站點統計,鄰近公車站點統計,鄰近腳踏車站點統計,鄰近國小統計,鄰近國中統計,鄰近醫療機構統計,鄰近便利商店統計
752,PR-753,高雄市,左營區,太華街,-0.9517425761696774,,3,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),10.333333333333334,-0.8503852226859162,-0.8193256863726953,0.0,178812,2506480,,-1.1000230330363965,-0.9339485954934924,0.1423074585865562,22.657105506763802,120.30731539890536,2,0,14,2,2,2,41,7
753,PR-754,新北市,蘆洲區,永平街,1.1585003014964863,,7,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),6.083333333333333,0.1791872817471443,0.3778967681544859,1.0,296362,2776114,,-0.1616725735380845,-0.6370465199621287,1.34866422033346,25.09260869955245,121.45964452909575,0,0,35,2,14,2,11,12
754,PR-755,台南市,中西區,法華街,0.4429250265701462,,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),32.0,-0.3212355147713801,-0.8193256863726953,0.0,168963,2542638,,-0.1404557256446948,-0.4834764808941817,-0.4384519028208025,22.983172261666105,120.2096053487628,0,0,4,0,2,1,19,7
755,PR-756,新北市,新莊區,後港一路,-0.5713633904284542,,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),29.166666666666668,-0.7394993446973109,-0.8193256863726953,0.0,293206,2768709,,-0.7857307929089847,-0.3043114353149105,-0.4384519028208025,25.025849571901137,121.42812351770854,0,0,20,2,8,1,43,16
756,PR-757,台北市,大同區,延平北路四段,-0.1650279577294674,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),44.91666666666666,-0.8072948555918984,-0.8193256863726953,0.0,301586,2773905,,-0.5144380311788429,0.5795694562094946,-0.4384519028208025,25.072496527647083,121.51135217404504,0,0,18,1,6,3,19,12
757,PR-758,台北市,大安區,和平東路三段,-0.0549782773409502,,12,17,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),37.083333333333336,-0.1632375020933157,-0.8193256863726953,0.0,305134,2768995,,-0.1512055952440125,-0.2582404235945265,-0.1053693278959936,25.02804418232526,121.54632441290357,1,0,0,1,5,7,76,25
758,PR-759,台北市,大安區,復興南路一段,-1.292033780498355,,5,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),16.666666666666668,-1.3990692303497398,-0.8193256863726953,0.0,304822,2770622,,-1.6310100129816272,-1.3690637061860087,-0.4384519028208025,25.04274395849998,121.54329759840716,2,0,21,2,7,4,150,29
759,PR-760,台北市,文山區,辛亥路四段,3.154391491176503,,4,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),18.916666666666668,-0.4108634783269369,0.873778584803809,1.0,306615,2766875,,-0.6092066184359831,0.3219130573288283,-0.4384519028208025,25.008850318308735,121.56091216438833,0,0,4,0,1,1,0,2
760,PR-761,台北市,士林區,中山北路七段,1.1770061442348916,,3,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),35.916666666666664,0.7048897602941586,-0.8193256863726953,0.0,303823,2779785,,1.2706061049183373,1.3013486398288447,-0.4384519028208025,25.125502360439086,121.53375627391097,0,0,41,0,2,1,5,8
761,PR-762,新北市,五股區,登林路貿商巷,0.3372494544652522,住,12,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),20.166666666666668,0.9002327577870382,-0.8193256863726953,0.0,293503,2773626,,0.4810564719789982,0.6392911380692516,-0.4384519028208025,25.070232075495355,121.43122164205649,0,0,57,2,3,1,3,9
762,PR-763,桃園市,中壢區,環西路,-1.0858738856801196,,14,15,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.75,-0.7257104272272253,0.4443233043411552,1.0,271695,2761910,,-0.967629902181645,-0.3503824470352945,0.0056581970789424,24.96492706255603,121.21486838943514,0,0,9,0,2,1,2,6
763,PR-764,新北市,新莊區,中港一街,0.283534443399881,,4,4,住家用,加強磚造,公寓(5樓含以下無電梯),48.75,-0.818211081922383,-0.8193256863726953,0.0,295416,2770847,,-0.163652812674801,-1.6420771089734696,-0.4384519028208025,25.045086882787334,121.45009207150058,0,0,1,0,6,1,49,21
764,PR-765,台中市,西區,忠仁街,-0.0487055176594907,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),40.25,-0.8222328495178247,-0.8193256863726953,0.0,216436,2670762,,-0.5209445311994821,-1.1660099878628345,-0.4384519028208025,24.141756854248307,120.66974389965401,0,0,8,1,9,1,36,10
765,PR-766,新竹縣,竹北市,中華路,-1.0090385879727404,,5,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.83333333333333,-0.872217675346885,-0.8193256863726953,0.0,250545,2747748,,-0.9203870542056974,-0.6950618680544641,-0.2761809047805111,24.83722032712617,121.00539216484457,0,1,6,0,6,3,26,8
766,PR-767,台北市,大安區,復興南路二段,0.8200596814416491,,4,4,其他,鋼筋混凝土造,公寓(5樓含以下無電梯),46.16666666666666,-0.5154294358084195,-0.8193256863726953,0.0,304623,2769047,,0.1537512318103075,-0.5807375056372148,-0.4384519028208025,25.02853215951491,121.54126313744452,1,0,0,1,12,6,55,18
767,PR-768,新北市,永和區,文化路,-0.3566956146629516,,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),25.666666666666668,-0.887155669272811,-0.8193256863726953,0.0,301833,2767604,,-0.6077921619097572,-0.4322864678715328,-0.3936138638886167,25.015602867951383,121.51356352212375,1,0,11,0,3,1,41,18
768,PR-769,新北市,板橋區,大華街,0.3373215551512458,,3,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),20.166666666666668,1.2104834008639649,-0.8193256863726953,0.0,296331,2766474,,1.1076607130971048,0.6734178134176845,-0.4384519028208025,25.00557942446187,121.4590130174084,1,0,49,0,3,0,77,31
769,PR-770,桃園市,八德區,豐德路,-0.257653305669486,,4,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.916666666666667,-0.5234729709993027,0.1322730645805223,1.0,279317,2757679,,-0.8315591843587062,-0.3264937742913917,-0.0776124466522596,24.926600136732088,121.29026686712409,0,0,11,0,3,1,3,7
770,PR-771,新北市,土城區,青雲路,-0.8768539969841304,,10,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.916666666666668,-0.6136754727827793,-0.8193256863726953,0.0,296434,2764443,,-0.56875316178592,-0.1592730650840718,-0.3060729307353014,24.987240211383686,121.45996518068097,0,0,8,2,5,1,27,9
771,PR-772,新北市,汐止區,康寧街,-0.2332352066795901,,11,11,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.083333333333333,-0.1356596671531445,0.7872696074444252,1.0,314192,2773884,,-0.4290048569947938,-0.3810964548488839,0.7059856623054634,25.07182393484535,121.63630413738994,0,0,32,2,3,1,5,9
772,PR-773,新北市,中和區,中原二街,0.4635217892023714,,25,27,集合住宅,鋼骨造,住宅大樓(11層含以上有電梯),0.8333333333333334,0.2533027131488543,0.5030258246921656,1.0,299303,2767074,,-0.0728447036910936,-0.0995513832243148,-0.0263689735869041,25.01090247162998,121.48847798404431,0,0,3,3,0,1,1,8
773,PR-774,台北市,內湖區,內湖路一段,0.7826874925348691,住,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),33.916666666666664,-0.0155811775178153,-0.8193256863726953,0.0,306434,2775598,,0.0799166011413117,-0.0824880455500982,3.445376326590909,25.08760737280774,121.55947626448848,1,0,0,3,3,2,1,9
774,PR-775,台北市,大安區,永康街,-1.1716496684507285,,9,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),14.833333333333334,-1.5283403316317927,-0.8193256863726953,0.0,303397,2769545,,-1.799330339602518,-1.2632710126058673,-0.3316946672679792,25.033071823930705,121.5291343129229,2,0,20,3,9,4,81,21
775,PR-776,台中市,北區,三民路三段,0.1748306424832474,,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),37.16666666666666,-0.9440349538369144,-0.8193256863726953,0.0,217927,2671692,,-0.6688966838427192,-0.6899428667521992,-0.4384519028208025,24.150185107099162,120.68439393570857,0,0,60,0,7,3,20,17
776,PR-777,台北市,內湖區,行善路,1.1160329974461454,,6,15,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.5,1.2708099147955896,0.6667749604081412,1.0,308745,2772527,,1.0284511476284504,0.2229456988183736,-0.4384519028208025,25.0597947716743,121.58225506127944,0,0,16,1,1,0,1,10
777,PR-778,桃園市,大園區,大仁路,2.82866462541857,,8,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),8.083333333333334,2.07975973970728,2.3089007270692945,2.0,272088,2768125,,1.7339820629099665,0.6682988121154194,0.776445437770327,25.02103243610689,121.21886000102698,1,0,6,1,1,0,0,4
778,PR-779,桃園市,中壢區,長興街,-0.0741570598152974,,3,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.583333333333334,-0.0408608595463059,0.4891225961879791,1.0,275286,2762541,,-0.3152825522862255,0.040367985704259,-0.175829103360857,24.97056837907809,121.25044511889246,0,1,14,0,3,1,5,6
779,PR-780,新竹縣,竹東鎮,光明路,0.4230733043598566,,6,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.416666666666667,0.370508511644582,1.7898468629129938,2.0,255876,2740349,,0.2454080147097505,-0.2343517508506236,-0.4384519028208025,24.77040639319383,121.05810528562283,0,1,0,0,1,1,3,4
780,PR-781,桃園市,蘆竹區,六福路,1.0939221204080511,,2,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),9.666666666666666,1.2288686241574125,1.0668789806952896,1.0,279920,2772346,,0.9201037777195408,0.7843295083000906,0.4668494546671392,25.059006030342992,121.29655465673503,0,0,19,1,0,1,7,9
781,PR-782,新北市,鶯歌區,成功街,-0.465327314893591,,3,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.416666666666666,0.3555705177186563,-0.8193256863726953,0.0,286202,2761135,,0.1826061449453173,0.5334984444891107,-0.4384519028208025,24.95765355035223,121.35852441700861,0,1,6,0,0,0,4,2
782,PR-783,新北市,三峽區,中華路,-1.0933242898994775,,9,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.58333333333333,-0.5590943411303572,-0.8193256863726953,0.0,287735,2758340,,-0.3560189002415335,-0.5227221575448794,-0.4384519028208025,24.932382256429012,121.37363001754964,0,0,17,2,7,2,31,14
783,PR-784,新北市,林口區,文化三路二段,0.3956269765582215,,10,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.083333333333334,1.054209002869661,1.6724418222109734,2.0,287586,2774629,,0.7763949946549817,0.3167940560265634,-0.1373964985618407,25.07944603561288,121.372598087335,0,0,35,0,1,1,22,10
784,PR-785,桃園市,中壢區,青埔,2.25991038073758,,2,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.583333333333333,2.514685178242897,1.1518431548875412,2.0,272347,2766661,,2.0938198031818542,1.3610703216886022,-0.4384519028208025,25.00781120861133,121.22140259738686,0,0,1,1,1,0,2,3
785,PR-786,新北市,三重區,環河北路二段,-0.6302456173233805,,6,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.83333333333333,-0.0023667982756501,-0.8193256863726953,0.0,300289,2775067,,0.2901048409384917,0.364571401514369,-0.4384519028208025,25.083030728563667,121.49853838054061,0,0,3,0,5,1,1,9
786,PR-787,新北市,汐止區,民族五街,0.7325054150831936,,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),31.666666666666668,-0.4683173011189603,-0.8193256863726953,0.0,313256,2773660,,-0.1149955081726275,-0.2207010807112505,-0.4384519028208025,25.069841195714286,121.62701616920006,0,0,29,3,2,1,15,12
787,PR-788,高雄市,鼓山區,文信路,-0.8509938842743586,,4,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),17.166666666666668,-0.2540145421047127,-0.5659779669630725,1.0,178153,2507235,,-0.3104734000970572,-0.9851386085161415,0.1999563657850808,22.66389564910061,120.3008689233385,1,0,8,1,1,2,64,19
788,PR-789,台北市,內湖區,民權東路六段,-0.2987506966859445,,11,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),35.333333333333336,0.7830269592913104,-0.8193256863726953,0.0,311141,2773999,,1.456182801159185,0.4379437535134992,-0.4384519028208025,25.072988677307738,121.60606753407114,1,0,88,1,5,1,19,11
789,PR-790,新北市,三重區,五華街,-0.2013907370323339,,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),27.416666666666668,-0.2971049091987302,-0.8193256863726953,0.0,300011,2774969,,0.2649275147716693,0.1222720065404973,-0.4384519028208025,25.08215522255157,121.49577895446406,0,0,18,4,2,1,15,17
790,PR-791,桃園市,桃園區,縣府路,0.3324427420656665,,3,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),30.83333333333333,0.1257552265505625,-0.8193256863726953,0.0,280143,2765016,,0.6963367552705916,0.1546923481215083,-0.4384519028208025,24.992824688891194,121.29860474366298,0,0,16,0,1,5,21,11
791,PR-792,新北市,土城區,裕民路,0.1356559364266231,住,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.083333333333336,-0.6153990874665402,-0.8193256863726953,0.0,295535,2764451,,-0.0386148557564248,-0.4066914613602083,-0.4384519028208025,24.987339693737084,121.45106036405558,1,0,16,3,3,0,45,22
792,PR-793,台中市,南區,工學二街,0.0931645988142845,,12,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.0,-0.2907849886916075,1.9551408017961016,2.0,215887,2667935,,-0.2256060085234987,-0.0961387156894713,-0.4384519028208025,24.116219324736488,120.66440863776536,0,0,4,3,2,1,36,10
793,PR-794,新北市,新莊區,龍安路,0.8249144609652308,,7,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),21.08333333333333,0.6922499192799132,0.3578143269817718,2.0,292503,2768058,,1.236942039594159,0.1598113494237734,-0.4384519028208025,25.019992171182654,121.42113766227637,0,0,18,3,10,2,13,15
794,PR-795,金門縣,金寧鄉,西堡,1.7324698291310276,,4,5,集合住宅,鋼筋混凝土造,公寓(5樓含以下無電梯),0.1666666666666666,-0.3045739061616933,-0.8193256863726953,0.0,-20039,2708649,,-0.2527635738270376,-0.3589141158724028,-0.4384519028208025,24.460729771176972,118.33690036192078,0,0,0,0,0,0,0,0
795,PR-796,桃園市,桃園區,益壽七街,0.7095773969371689,,13,22,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.4166666666666667,1.105342905154562,0.7687319694388431,1.0,279466,2764933,,0.8522098644606937,0.0113603116580912,-0.4384519028208025,24.992088649693248,121.29189649746664,0,0,11,0,1,3,25,9
796,PR-797,桃園市,桃園區,中正路,1.1814523532045085,,35,38,住家用,其他,住宅大樓(11層含以上有電梯),8.916666666666666,5.279937669222986,1.366570795118868,2.0,280168,2767550,,5.626566423083849,2.973555731902044,1.261123287180144,25.01570178769145,121.29890775170036,0,0,10,1,12,3,72,20
797,PR-798,台北市,萬華區,長泰街,0.4435018320580965,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),40.75,-0.2994030621104115,-0.8193256863726953,0.0,300615,2768434,,0.0270159270604601,0.8986538707173399,-0.4384519028208025,25.023137307696363,121.5015263402808,0,0,53,3,9,3,33,12
798,PR-799,台南市,東區,大同路二段,-0.3896936952861081,,13,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.75,0.5279319860947264,2.013843322147112,2.0,169335,2542233,,0.2671906452136309,1.2399206242016665,-0.4384519028208025,22.979533204309973,120.21325456467964,0,0,5,0,2,1,33,7
799,PR-800,新北市,土城區,學府路一段,0.4089175363430766,,12,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),32.083333333333336,1.0817868378098323,2.644123014336905,1.0,295963,2764444,,2.0318666073331566,1.6409090595457492,-0.4384519028208025,24.98726358652926,121.45529970637419,0,0,6,3,5,0,40,16
800,PR-801,台北市,萬華區,和平西路三段,-0.4510033119428255,,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),45.333333333333336,-1.2876088141332145,-0.8193256863726953,0.0,299563,2769723,,-1.0041228805582751,-1.181366991769629,-0.4384519028208025,25.034809218056445,121.49114906613828,0,1,1,3,9,2,10,5
801,PR-802,桃園市,八德區,廣豐路,-0.0457493895337454,,12,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.5,0.1108172326246357,0.5462803133718572,1.0,280123,2762071,,-0.0963246820264448,-0.0551867052713521,-0.4384519028208025,24.966236788304812,121.29834246946135,0,0,0,1,2,0,31,10
802,PR-803,台中市,東區,東英十五街,1.3096714064634598,,8,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),30.166666666666668,1.8585625219579895,-0.8193256863726953,1.0,219970,2671332,,1.722949302005404,1.7040434089403498,0.0462259465890152,24.146974814251884,120.70450480727423,0,1,3,0,0,0,14,8
803,PR-804,新北市,中和區,國光街,0.5188951160455999,,4,4,其他,鋼筋混凝土造,公寓(5樓含以下無電梯),45.333333333333336,-0.5941411730334915,-0.8193256863726953,0.0,297518,2766071,,-0.1613896822328396,0.5420301133262189,-0.4384519028208025,25.001904355737476,121.47075875383909,0,0,10,1,5,4,23,15
804,PR-805,高雄市,三民區,遼寧三街,-1.007091869450908,,9,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.9166666666666667,-0.6791728307656862,-0.8193256863726953,0.0,176960,2504936,,-1.2590079465841957,0.4174677483044397,-0.1886399716271959,22.64308361045306,120.28936758947664,0,2,8,1,1,0,5,2
805,PR-806,新北市,三峽區,學成路,0.2704601856730072,,13,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.75,0.876102152214388,2.557614036977522,2.0,287621,2759391,,0.669462081272298,0.2178266975161088,-0.2569646023810029,24.94187379035818,121.37252980210897,0,0,29,1,3,2,14,9
806,PR-807,新北市,中和區,景新街,0.0403388295428364,,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),45.083333333333336,-0.7894841705263712,-0.8193256863726953,0.0,301739,2764720,,-0.1893959214521137,-1.2018429969786888,-0.4384519028208025,24.989569281689167,121.51252416097114,2,0,69,1,4,1,62,26
807,PR-808,高雄市,左營區,富國路,-1.2500952148119686,,20,20,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),28.83333333333333,-0.6159736256944605,-0.8193256863726953,0.0,178758,2507169,,-0.6969029230619935,0.0625503246807403,-0.4384519028208025,22.663325220121585,120.30675873802237,1,0,6,2,1,2,86,17
808,PR-809,高雄市,楠梓區,大學六十二街,0.2709648904749639,,11,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.583333333333333,0.2251503399807627,1.4221837091356142,1.0,175390,2514634,,-0.1469622256653344,-0.1285590572704825,-0.1843696822050827,22.730591642629914,120.27363206872948,0,0,1,0,1,0,0,3
809,PR-810,新竹縣,竹東鎮,五豐,-0.443625008409461,,5,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),29.33333333333333,-0.1574921198141133,0.0503984967225344,1.0,258155,2737911,,-0.1687448561692144,0.4908401003035698,-0.1395316432728971,24.74838407026612,121.08062713199799,0,1,2,0,1,0,2,4
810,PR-811,高雄市,楠梓區,後昌路,0.1952351366194893,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),40.333333333333336,-0.349962426167392,-0.8193256863726953,0.0,177359,2513137,,0.2886903844122654,0.2297710338880603,-0.4384519028208025,22.717159151022788,120.29286967123745,0,0,10,1,4,2,17,3
811,PR-812,新北市,新店區,安民街,0.0105852797894002,,4,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),27.33333333333333,0.4130243405106795,-0.8193256863726953,0.0,302190,2762559,,0.6159956245809561,-0.0381233675971358,1.060419684340837,24.970044237438803,121.51691004650476,0,0,36,1,0,2,5,7
812,PR-813,台北市,萬華區,和平西路三段,0.5474469876991397,,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),46.66666666666666,-0.5648397234095597,-0.8193256863726953,0.0,299789,2769738,,-0.0572856819026076,0.2024696936093142,-0.4384519028208025,25.03493721981859,121.49338911002474,0,1,13,2,10,3,15,12
813,PR-814,高雄市,鳥松區,明湖路,0.4213188543340082,,3,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),25.25,-0.6803219072215267,1.715696310890665,1.0,183616,2507434,,-0.6406075533181997,-0.149035062479542,-0.4384519028208025,22.665915875722643,120.35401734012734,0,0,0,1,1,0,0,0
814,PR-815,新竹市,新竹市,慈濟路,-0.6026070210257619,,20,24,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.8333333333333333,-0.0207520215690976,0.467495351848133,1.0,251447,2742673,,-0.3828935742398271,-0.9117662565170112,0.8917432521673757,24.791399557447825,121.01431118138339,0,1,0,0,2,1,8,7
815,PR-816,新竹市,新竹市,經國路三段,0.2866588064596115,,4,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),21.5,0.0389999541346066,-0.8193256863726953,1.0,245407,2743437,,-0.072278921080603,-0.4783574795919169,-0.1117747620291633,24.79829122042663,120.95457160723454,0,0,7,0,5,1,3,10
816,PR-817,宜蘭縣,冬山鄉,光明路,1.3076525872556335,農,4,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),27.75,-0.2442473922300689,-0.8193256863726953,0.0,326582,2728798,,0.5551739939532391,-0.5943881757765879,-0.4384519028208025,24.664221631150205,121.75663055995977,0,0,0,0,1,0,0,0
817,PR-818,新北市,新莊區,昌平街,-0.5596109786114667,,10,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.83333333333333,-0.5820758702471668,-0.8193256863726953,0.0,295912,2771800,,-0.6782320969158105,-0.2957797664778024,-0.4384519028208025,25.053675628822976,121.45503928142345,0,0,24,2,6,1,39,20
818,PR-819,新北市,三重區,頂崁街,0.3630374664890302,,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),37.16666666666666,-0.3867328727542868,-0.8193256863726953,0.0,297858,2773445,,0.243144884267789,0.1393353442147136,-0.4384519028208025,25.06846634616197,121.47438298578402,0,0,0,0,4,1,7,11
819,PR-820,台中市,南屯區,黎明東街,-0.4707348663431252,,2,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),16.083333333333332,0.4262387197528447,0.2496781052825426,1.0,213304,2671030,,0.192224449323654,1.072699914994346,0.073982827832749,24.144106908075834,120.63891995481868,0,0,9,2,8,2,38,13
820,PR-821,新北市,新莊區,福壽街,-0.5960218250383293,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.583333333333336,-0.9963179325776556,-0.8193256863726953,0.0,296113,2771447,,-0.7458431188694121,0.1188593390056542,-0.4384519028208025,25.05048261752679,121.45701954952084,1,0,37,2,6,1,62,28
821,PR-822,桃園市,中壢區,龍岡路三段,-0.2977412870820315,,5,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.25,0.1648238260491384,0.8490617341296994,1.0,273533,2758962,,0.1039623620871531,-1.0465666241433202,-0.4384519028208025,24.938284060443323,121.23302182863706,0,0,8,0,4,1,4,6
822,PR-823,台中市,北屯區,松竹路一段,-0.2458768602905008,,11,23,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),4.0,0.0119966574223557,0.8413377182940398,1.0,220760,2675220,,-0.2954801609190618,0.0062413103558264,-0.4384519028208025,24.182095466110823,120.7121996623275,0,0,8,1,1,2,1,4
823,PR-824,桃園市,中壢區,正光二街,-0.4744120013288083,,2,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),2.5,-0.0868239177799246,-0.8193256863726953,0.0,270766,2761322,,-0.2703028347522394,-0.3725647860117757,-0.4384519028208025,24.959631372351986,121.20565875207294,0,0,7,1,1,1,14,9
824,PR-825,台中市,西屯區,甘肅路一段,-0.9360246266230318,,12,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.166666666666668,0.5509135152115359,-0.8193256863726953,0.0,215465,2673349,,-0.0411608775036317,0.2638977092364928,0.0675773936995798,24.16509452393339,120.660127999539,0,0,32,3,5,2,53,13
825,PR-826,高雄市,三民區,明哲路,0.525360144223043,,11,19,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),29.75,1.817770307775652,0.2666709401209929,1.0,179329,2507036,,2.47204547829468,0.5249667756520023,-0.3445055355343177,22.66214811250702,120.3123206977491,0,0,2,2,1,1,73,12
826,PR-827,新北市,汐止區,福德一路,-0.4044743359148347,,12,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.583333333333334,-0.1902407988055665,0.8923162228093907,1.0,314398,2773518,,-0.2861447478459704,-0.0466550364342441,-0.2590997470920593,25.06851101767113,121.6383288889365,0,0,36,2,2,1,11,18
827,PR-828,台中市,南屯區,公益路二段,-0.2762552826558831,,12,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.916666666666668,0.6997189162428761,0.265126136953861,1.0,212877,2671680,,0.5795026462043258,0.6734178134176845,-0.4384519028208025,24.149965904964052,120.6347017598599,0,0,13,3,3,3,58,11
828,PR-829,新北市,新莊區,西盛街,-0.0953306279354729,,5,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),30.5,0.4836925425448684,-0.8193256863726953,0.0,293244,2767934,,0.9990304518829498,0.1239783403079189,0.3088487460489607,25.018851707967702,121.42847575652087,0,0,46,2,8,1,36,17
829,PR-830,新北市,樹林區,佳園路三段,-0.4263208437709522,,5,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.333333333333334,-0.3258318205947418,0.3176494446363439,1.0,288663,2759703,,-0.4055248786594426,-0.1370907261075905,-0.1651533798055749,24.944664452877678,121.38285639751896,0,0,29,2,2,2,9,9
830,PR-831,桃園市,桃園區,莊二街,0.4353304209788006,,14,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),4.416666666666667,-0.0109848716944536,0.4937570056893744,1.0,279508,2768451,,-0.2640792260368452,-0.519309490010036,-0.152342511539236,25.023849233954554,121.29238773675146,0,0,7,0,4,1,15,7
831,PR-832,高雄市,三民區,鼎貴路,-0.1882684121814649,,10,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),28.25,0.2354920280833268,-0.8193256863726953,1.0,180724,2508247,,0.4216492978775071,0.6546481419760466,0.462579165245026,22.673141714537575,120.32584087989176,0,0,1,0,1,0,3,6
832,PR-833,新北市,新店區,北新路一段,-0.510414277201706,,9,20,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),11.583333333333334,0.0941556240149489,0.6559613382382183,1.0,304461,2762291,,-0.1096205733729689,-0.4152231301973165,0.5223632171546071,24.967544943140986,121.53939159541163,1,0,10,2,1,2,30,12
833,PR-834,台北市,南港區,經貿二路,-0.2050438384560192,,2,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.25,0.0194656543853189,0.0534881030567982,1.0,312162,2772669,,-0.4473927918357316,0.4311184184438128,-0.4384519028208025,25.06094006953577,121.61612779665379,1,0,10,2,5,1,1,10
834,PR-835,新北市,淡水區,新市一路一段,-0.5120485594175652,,8,17,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.083333333333333,-0.3459406585719501,-0.8193256863726953,0.0,293629,2786474,,-0.5891213357635742,-0.6711731953105612,0.5543903878204541,25.1862197779967,121.43287917193896,1,0,22,2,1,0,0,5
