,ID,縣市,鄉鎮市區,路名,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,備註,主建物面積,陽台面積,附屬建物面積,單價,lat,lng,鄰近ATM統計,鄰近便利商店統計,鄰近公車站點統計,鄰近國中統計,鄰近國小統計,鄰近大學統計,鄰近捷運站點統計,鄰近火車站點統計,鄰近腳踏車站點統計,鄰近郵局據點統計,鄰近醫療機構統計,鄰近金融機構統計,鄰近高中統計
805,TR-806,台北市,中正區,杭州南路一段,1.857925022760217,,6,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),24.75,0.916894366396725,-0.8193256863726953,0.0,302848,2770278,,0.5186810155766092,0.6222278003950354,0.1593886162750082,3.878187973958122,25.039708587617685,121.52372230875783,176,52,691,4,9,9,8,0,52,12,146,45,3
806,TR-807,新北市,林口區,忠孝路,-0.9678931298322856,,29,29,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),2.833333333333333,-0.7245613507713848,0.1322730645805223,1.0,286996,2774113,,-0.9990308370638616,-0.9322422617260708,0.1145505773428222,2.285444110831784,25.074802101944435,121.36673550908405,57,34,629,1,2,0,0,0,35,1,55,11,0
807,TR-808,基隆市,安樂區,麥金路,0.4565520562229719,,5,5,國民住宅,鋼筋混凝土造,公寓(5樓含以下無電梯),43.25,-1.1129491928454631,-0.8193256863726953,0.0,322522,2779877,,-0.6431535750654065,-1.6420771089734696,-0.4384519028208025,0.8566591747919803,25.12554916285775,121.71918683873865,25,19,119,1,1,0,0,0,0,2,13,3,0
808,TR-809,台南市,永康區,永二街,-0.0690619446717368,,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.0,-0.5102585917571375,0.4118824378313865,1.0,173268,2546133,,-0.2041062693248637,-0.0005840247138601,-0.4384519028208025,1.0674635096175251,23.014935826510033,120.25141732473472,16,16,51,0,1,0,0,0,1,1,18,1,1
809,TR-810,台北市,內湖區,康寧路三段,-0.0581507075246767,住,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),37.0,-0.771673485460844,-0.8193256863726953,0.0,311513,2773946,,-0.5053855094109965,-0.1882807391302396,-0.4384519028208025,2.285444110831784,25.0724951044476,121.6097524952718,59,32,490,2,6,0,2,0,19,2,58,14,1
810,TR-811,桃園市,蘆竹區,奉化路,-0.5806163117976568,,5,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),26.916666666666668,-0.3338753557856252,-0.8193256863726953,0.0,279048,2770111,,-0.4202352265321927,-0.1780427365257097,-0.4384519028208025,1.18457702896505,25.038844990930684,121.28786471850559,45,26,131,0,1,0,0,0,10,1,34,9,0
811,TR-812,台南市,安南區,安中路一段,3.353437451643352,,4,4,集合住宅,鋼筋混凝土造,公寓(5樓含以下無電梯),40.66666666666666,-0.3608786524978764,-0.8193256863726953,0.0,167758,2549299,,-0.0570027905973627,0.3082623871894552,-0.4384519028208025,0.5755867283579206,23.043260924904324,120.19749751938922,10,9,51,0,1,0,0,0,0,1,16,1,0
812,TR-813,高雄市,鼓山區,中華一路,-0.9092752721193368,,5,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.5,-0.6992816687428945,-0.8193256863726953,0.0,177226,2505806,,-0.4097682482381207,-1.6420771089734696,-0.4384519028208025,1.2314224367040598,22.65095154623418,120.29191516743408,25,22,186,1,3,0,3,0,27,0,47,1,0
813,TR-814,高雄市,楠梓區,清豐二路,-0.6389217332046326,,10,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),16.5,-0.233331165899584,-0.8193256863726953,0.0,181116,2515151,,-0.4145774004272891,-0.1268527235030606,0.2362538258730404,1.0674635096175251,22.73550395793334,120.32935188923787,29,15,133,1,1,0,0,0,19,3,35,6,1
814,TR-815,新北市,林口區,文林六街,2.747455219427569,,7,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.5,1.2420830033995776,1.3186818969377805,2.0,287445,2774821,,1.033826082428109,0.0233046480300427,0.4882009017777038,1.4656494753991098,25.081182932179015,121.3712055743322,38,29,480,1,1,0,0,0,23,1,36,6,0
815,TR-816,新北市,新店區,安光路,-0.4448026529473596,,19,24,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.9166666666666665,-0.2419492393183881,0.4659505486810013,1.0,301730,2761801,,-0.5647926835124872,0.0932643324943296,-0.0690718678080337,2.425980334048814,24.963216714562915,121.51232583690697,29,22,452,2,1,0,0,0,12,2,25,3,2
816,TR-817,新北市,林口區,南勢,1.0842365949228856,,4,9,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),6.5,0.2343429516274866,0.6822229920794598,1.0,285927,2774096,,-0.1574292039594068,0.0727883272852702,1.3230424838007822,1.2923214667647729,25.074674425935925,121.35613840088898,24,15,213,0,1,0,0,0,13,0,12,3,0
817,TR-818,台北市,中山區,錦州街,-1.2754265891577865,,13,14,一般事務所,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.916666666666667,-1.1985553888055782,-0.8193256863726953,0.0,302991,2772549,,-1.5172877082730585,-0.9851386085161415,-0.0583961442527515,3.667383639132578,25.060206040293995,121.52522673978623,235,131,781,3,13,4,7,0,61,6,253,76,3
818,TR-819,桃園市,平鎮區,廣達街,0.2955271908368472,,11,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.4166666666666667,0.2837532392286266,2.0339257633198256,2.0,271124,2760647,,0.0323908618601191,-0.2172884131764073,-0.4384519028208025,1.4656494753991098,24.953532281430938,121.20919393433567,60,43,192,3,7,0,0,0,12,3,85,13,3
819,TR-820,台北市,大同區,酒泉街,0.1294072103071614,住,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),46.75,-0.7193905067201026,-0.8193256863726953,0.0,301973,2773901,,-0.3834593568503174,0.6529418082086247,-0.4384519028208025,2.5103020679790315,25.07244715240782,121.51518808312683,55,34,517,4,12,4,1,0,30,2,52,13,3
820,TR-821,新北市,五股區,登林路,-0.4372801480420079,住,4,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.1666666666666665,-0.6148245492386201,0.6652301572410093,1.0,293201,2773626,,-0.9062424889434376,-0.765021552518751,0.2661458518278313,1.6296084024856448,25.07024074042016,121.42822814609997,28,19,524,1,1,4,0,0,10,1,11,4,0
821,TR-822,台北市,大安區,信義路三段,-0.6996785779353974,,2,12,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),34.666666666666664,0.5382736741972904,-0.8193256863726953,0.0,304597,2769567,,1.2440143222252888,0.6700051458828413,-0.2676403259362854,5.283550206128421,25.03322762671565,121.54102609704293,163,72,631,6,12,0,4,0,42,5,306,69,4
822,TR-823,台中市,西屯區,漢翔路,1.4045799427932817,,10,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.166666666666666,2.066545360465114,2.593144509821554,2.0,213804,2675515,,1.7509555412246778,1.018097234436854,0.8853378180342065,1.6296084024856448,24.184614468604636,120.64372743002528,42,30,245,1,1,9,0,0,20,0,36,5,1
823,TR-824,新北市,板橋區,復興街,0.620148512742875,,3,4,住家用,加強磚造,公寓(5樓含以下無電梯),48.083333333333336,-0.3407698145206683,-0.8193256863726953,0.0,296466,2767872,,0.448806863181046,-0.6455781887992368,-0.4384519028208025,1.8638354411806943,25.018196540592317,121.46039751831464,145,85,562,2,3,7,3,1,60,6,178,38,1
824,TR-825,台北市,士林區,社子街,0.3050925485120229,,2,3,住家用,加強磚造,公寓(5樓含以下無電梯),48.833333333333336,-0.977932709284208,-0.8193256863726953,0.0,300932,2775516,,-0.4233470308898898,-1.6420771089734696,-0.4384519028208025,1.9106808489197045,25.087062717788683,121.5049291766472,35,27,300,0,3,0,0,0,21,2,41,6,0
825,TR-826,新北市,中和區,中原二街,0.4366282333266886,,23,24,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.75,0.2372156427670878,0.5030258246921656,1.0,299280,2767168,,-0.1005680516051225,-0.0364170338297143,0.0334150783226763,2.847589003699904,25.01175185566346,121.48825346956761,47,29,122,1,0,0,2,0,24,0,9,8,1
826,TR-827,高雄市,左營區,明華一路,-0.8781037422080227,,5,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.666666666666668,-0.3103192884408957,0.2589469242853338,1.0,179148,2507034,,-0.3398940958425576,-0.1695110676886014,-0.4384519028208025,1.161154325095545,22.662122482835205,120.31055962662526,78,42,239,2,1,0,2,0,44,3,188,33,0
827,TR-828,台北市,中山區,八德路二段,-0.8167220248653119,,5,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),26.166666666666668,-1.4467559032671191,-0.8193256863726953,0.0,304303,2771036,,-1.5450110561870878,-1.0397412890736335,0.1657940504081775,3.573692823654558,25.046500239147566,121.53817069235748,231,99,603,3,14,8,8,0,55,7,285,90,2
828,TR-829,新北市,新店區,德正街,0.7301741595693947,,2,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.08333333333333,0.6485850139579751,0.8382481119597762,1.0,305050,2762686,,0.8878541689215884,0.1120340039359675,0.4689845993781956,2.098062479875745,24.971089761434577,121.54524066629904,97,58,664,2,1,0,2,0,42,5,103,25,1
829,TR-830,新竹縣,湖口鄉,新興路,0.1075607024510441,其他,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),5.416666666666667,-0.8118911614152606,-0.3914152090771738,1.0,250684,2752399,,-0.8499471191996438,-0.6745858628454046,0.2768215753831136,1.0065644795568125,24.879212077494877,121.00676969979709,15,9,2,3,0,0,0,0,0,0,5,1,2
830,TR-831,新北市,中和區,新生街,0.0709816210901959,,12,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),31.08333333333333,0.4802453131773468,-0.8193256863726953,0.0,298739,2766261,,0.9150117342251268,1.7091624102426148,-0.4384519028208025,2.0043716643977243,25.003580914538734,121.48286151779091,121,76,329,1,1,0,2,0,28,3,67,24,0
831,TR-832,新北市,板橋區,文化路二段,-1.0681851840496437,,9,32,集合住宅,鋼骨造,住宅大樓(11層含以上有電梯),1.6666666666666667,0.3578686706303371,1.3325851254419674,1.0,297655,2769036,,0.1237647534543168,0.4806020976990399,-0.4384519028208025,4.135837716522678,25.02866824101485,121.47221834231144,114,89,296,1,2,0,3,0,64,2,146,21,0
832,TR-833,台北市,大安區,信義路三段,-0.7166703062679332,,8,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),35.75,-0.4556774601047149,-0.8193256863726953,0.0,304350,2769743,,-0.5082144224634483,0.2024696936093142,-0.0626664336748644,4.393487459087233,25.034825434220206,121.53858548640754,147,70,482,6,10,8,5,0,38,5,298,46,4
833,TR-834,桃園市,桃園區,大業路一段,-0.4269937835068941,,10,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.666666666666668,-0.4912988302357696,-0.8193256863726953,0.0,282121,2766229,,-0.4901093789277562,-0.1285590572704825,-0.1950454057603652,1.114308917356535,25.003735337460032,121.31822732143479,46,35,180,2,5,0,0,0,12,1,66,6,1
834,TR-835,新北市,淡水區,新市一路三段,-0.6534380046513818,,10,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.0,-0.8371708434437507,0.275939759123784,1.0,294872,2786149,,-0.9602747282452698,-1.1950176619090025,0.0398205124558459,1.4984412608164168,25.183249121209,121.4452010443175,54,40,902,1,9,0,3,0,23,3,40,8,0
835,TR-836,新北市,五股區,五福路,0.3144896712532136,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),39.91666666666666,-0.4499320778255128,-0.8193256863726953,0.0,293883,2775713,,-0.0154177687263191,1.0812315838314546,-0.4384519028208025,1.0440408057480202,25.089062574083822,121.43505487374307,22,20,364,1,1,0,0,0,10,1,18,5,0
836,TR-837,新北市,三重區,和平街,0.0141662805270916,,3,4,住家用,加強磚造,公寓(5樓含以下無電梯),47.333333333333336,-1.0032123913126985,-0.8193256863726953,0.0,300511,2772816,,-0.7976122277292828,0.364571401514369,-0.4384519028208025,1.9575262566587144,25.062701408461155,121.5006564724091,94,70,461,2,6,0,3,0,28,3,135,27,0
837,TR-838,台北市,萬華區,中華路二段,0.9550561991840164,,6,14,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),10.166666666666666,1.0059477917243618,-0.8193256863726953,0.0,300771,2768825,,0.5048193416195943,0.091557998726908,-0.4384519028208025,2.847589003699904,25.026662034166776,121.50308643284778,78,57,675,3,10,0,1,1,41,4,116,17,1
838,TR-839,新竹市,新竹市,竹光路,-1.0474922871694268,,2,20,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.08333333333333,0.0683014037585388,0.1940651912657961,1.0,245282,2744343,,-0.1495082474125413,0.3304447261659365,2.02550509373836,0.9971953980090102,24.80647076867324,120.9533321971694,35,28,68,2,5,0,0,0,12,3,32,8,1
839,TR-840,新北市,中和區,自立路,0.3563801698156035,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.333333333333336,-0.452804768965114,-0.8193256863726953,0.0,302879,2765203,,0.1039623620871531,0.3304447261659365,-0.4384519028208025,1.9481571751109128,24.993890490119856,121.52383506153419,65,50,391,0,3,0,2,0,21,3,97,10,1
840,TR-841,高雄市,鳳山區,北昌二街,0.2015078963009489,,3,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.5,0.1355223764252062,-0.0623721344780902,1.0,185562,2505224,,-0.215704812839917,-0.0483613702016657,0.0440908018779588,1.0206181018785152,22.64603352266077,120.3730436251843,9,8,34,0,1,0,0,0,4,0,6,1,0
841,TR-842,台中市,東區,樂業路,0.0637475189288192,,7,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.0833333333333333,-0.0460317035975879,0.4489577138425509,1.0,219309,2670397,,-0.2176850519766332,-0.608038845915961,-0.4384519028208025,1.7232992179636646,24.1385197033131,120.69802047062221,27,23,138,1,3,0,0,0,36,2,26,2,0
842,TR-843,新北市,淡水區,淡金路,0.5078396775265526,,7,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),21.33333333333333,0.2061905784593951,1.18428402139731,1.0,295860,2783673,,0.2377699494681304,0.2144140299812656,-0.4384519028208025,1.254845140573565,25.160866255414568,121.45492036019422,20,12,275,0,0,0,3,0,8,1,3,0,0
843,TR-844,新北市,五股區,御史路,1.290252288369133,,4,9,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),3.083333333333333,0.7858996504309111,0.7579183472689203,1.0,294416,2775830,,0.4881287546101281,0.6273468016973005,1.1842580775821114,1.348535956051585,25.090103263466087,121.44034267892131,31,27,431,1,1,0,0,0,17,1,20,6,0
844,TR-845,台南市,仁德區,文心路,-0.9707050565860434,,19,24,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.4166666666666667,-0.6550422251930363,-0.0052144172942121,1.0,172265,2541475,,-0.9656496630449288,-0.8639889110292057,0.2746864306720574,1.4656494753991098,22.972827753287845,120.24186778817389,19,16,27,0,0,0,0,0,0,0,12,2,0
845,TR-846,桃園市,桃園區,吉安一街,-0.3947888104296693,,14,21,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.4166666666666665,0.0062512751431531,0.4535921233439465,1.0,279397,2766544,,-0.2872763130669514,-0.3828027886163055,0.0334150783226765,1.8169900334416844,25.006634526039644,121.29124725875337,30,25,138,1,3,0,0,0,6,0,33,5,0
846,TR-847,台中市,西區,華美西街一段,0.1021291174395121,,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),36.25,0.2527281749209339,-0.8193256863726953,0.0,215607,2672567,,1.2510866048564189,0.3406827287704661,-0.4384519028208025,1.301690548312575,24.158036773723673,120.66154406396126,80,52,259,2,5,0,0,0,52,3,184,25,1
847,TR-848,高雄市,左營區,嘉慶街,-0.8329927463379099,,3,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),20.666666666666668,-0.8716431371189649,0.2913877907951025,1.0,178836,2506707,,-1.019964793652006,-1.1574783190257265,-0.084017880785429,1.4656494753991098,22.65915643074612,120.30753863070406,77,37,206,2,1,0,3,0,41,4,175,28,0
848,TR-849,高雄市,左營區,華夏路,-0.0600974260465092,,14,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),10.166666666666666,0.7232749835876059,1.800660485082917,2.0,177816,2508109,,0.3789327107854829,-0.3213747729891267,0.3003081672047346,1.7467219218331695,22.671773903083245,120.29754963838501,56,36,197,2,3,0,1,1,31,3,125,12,2
849,TR-850,新北市,三重區,成功路,-0.4171159895257454,,7,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),11.666666666666666,0.0367018012229257,0.9989076413414884,1.0,299127,2771512,,-0.3871369438185052,0.183700022167676,0.4967414806219298,2.1917532953537644,25.050974531842684,121.48689237848517,49,38,171,1,1,0,2,0,22,1,39,9,1
850,TR-851,新竹縣,竹北市,六家七路,-1.137930580967634,,7,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.75,-0.7337539624181085,-0.8193256863726953,0.0,252585,2744498,,-0.9684785760973806,-1.1370023138166667,-0.1352613538507843,2.59462380190925,24.80787529743283,121.02556965573365,34,17,27,1,8,0,0,0,0,1,42,9,0
851,TR-852,桃園市,桃園區,宏昌七街,0.0866515035128458,,5,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),22.58333333333333,-0.1753028048796405,0.6945814174165147,1.0,279839,2764451,,-0.1050943124890455,-0.4766511458244952,-0.4384519028208025,1.09088621348703,24.987729727199234,121.29558107049506,50,32,168,2,0,0,0,0,11,2,63,12,3
852,TR-853,台南市,永康區,大橋一街,-0.8945907657386021,,3,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.166666666666668,-0.3200864383155399,0.7223878744248878,1.0,170653,2546280,,-0.2683225956155233,0.0625503246807403,-0.4384519028208025,1.0206181018785152,23.016140538850667,120.22590007828943,57,31,80,3,3,0,0,1,0,2,66,11,3
853,TR-854,高雄市,小港區,宏仁街,0.0311339752976296,,11,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),30.5,0.2217031106132412,0.1214594424105993,1.0,184619,2496928,,0.315565058410559,0.9191298759263994,0.2042266552071938,0.8238673893746735,22.571079347115173,120.36421336454643,31,18,169,1,2,0,0,0,16,2,40,6,1
854,TR-855,台中市,南屯區,南屯路二段,-0.2026164486942284,,2,16,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.58333333333333,0.5773422736958663,-0.8193256863726953,0.0,214414,2670200,,0.3769524716487664,-0.6592288589386099,0.6034987161747531,0.9269272864004954,24.13663808107027,120.6498623444381,60,37,196,2,4,0,0,0,45,2,136,15,0
855,TR-856,新北市,新店區,安祥路,3.9729265457019713,其他,13,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),28.08333333333333,0.2624953247955777,0.6621405509067457,1.0,298085,2761029,,0.9124657124779204,0.5522681159307485,0.0398205124558459,1.161154325095545,24.956366819975198,121.47620053158927,5,4,127,0,0,0,0,0,0,0,0,0,0
856,TR-857,新竹縣,竹東鎮,和江街,-0.7044372232109875,,5,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),25.33333333333333,-0.4568265365605556,-0.8193256863726953,0.0,259385,2734860,,-0.3305586827694662,-0.4885954821964467,-0.2014508398935346,0.6458548399664354,24.720830496509404,121.09276749093237,13,7,16,0,1,0,0,0,0,0,9,1,0
857,TR-858,高雄市,鼓山區,河西一路,-0.8309498935680859,,3,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.166666666666666,-0.8279782317970268,-0.4346696977568654,1.0,176609,2505826,,-1.0349580328300014,-1.2718026814429757,-0.0498555654085255,1.311059629860377,22.651105522550374,120.28591123281959,24,20,158,2,3,0,5,1,26,2,37,1,1
858,TR-859,台北市,大安區,通安街,-0.2715927716282848,,5,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),40.16666666666666,0.1998706579522724,-0.8193256863726953,0.0,305885,2769311,,0.2847299061388327,1.7791220947069015,-0.4384519028208025,3.550270119785053,25.030869468832826,121.55377862569001,205,92,690,4,19,0,2,0,52,6,288,94,2
859,TR-860,台北市,中山區,復興北路,0.544995564375351,,6,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),36.333333333333336,0.4279623344366057,-0.8193256863726953,0.0,304846,2772177,,0.5848775810039845,-0.5312538263819875,-0.3936138638886167,3.643960935263073,25.05678149510983,121.54359733950113,197,98,702,8,11,0,3,0,41,7,222,97,1
860,TR-861,台北市,萬華區,環河南路一段,-1.4131388994059195,,9,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),38.583333333333336,-1.5093805701104248,-0.8193256863726953,0.0,300839,2771065,,-1.578675121511266,-1.1250579774447154,-0.4384519028208025,2.308866814701289,25.046882444143716,121.50384282181545,133,62,613,4,3,0,3,0,24,5,66,39,0
861,TR-862,桃園市,龜山區,長峰路,-0.3761868334432721,,8,18,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.833333333333334,0.0372763394508463,0.5277426753662753,1.0,284538,2766034,,-0.1325347690978298,-0.89982192014506,0.5031469147550991,1.2314224367040598,25.001921679687698,121.34216768328717,22,13,206,1,2,0,0,0,8,1,22,0,1
862,TR-863,新北市,五股區,新城八路,-0.4538633058205789,,6,19,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.916666666666667,0.051639795148852,0.7610079536031839,1.0,295092,2775776,,-0.1628041387590654,-0.5039524861032414,0.2704161412499443,1.9575262566587144,25.089595710696646,121.44704264919119,20,19,199,0,0,0,0,0,12,0,6,2,0
863,TR-864,台北市,大同區,酒泉街,0.2471956976590119,,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),40.083333333333336,0.0298073424878829,-0.8193256863726953,0.0,301935,2773850,,-0.1574292039594068,1.7842410960091664,-0.4384519028208025,2.660207372743864,25.07198803478257,121.5148094910863,58,36,534,4,12,4,2,0,31,2,52,15,3
864,TR-865,新北市,土城區,莊園街,-0.6041451689936295,,25,27,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),2.333333333333333,-0.894050128007854,0.8830474038065997,1.0,295031,2763975,,-1.085312685163646,-0.8383939045178812,-0.4384519028208025,2.543093853396339,24.983057353936605,121.44605245870315,72,45,275,1,4,0,1,0,35,3,77,15,2
865,TR-866,新北市,永和區,永貞路,-0.2374410800292277,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.0,-0.6872163659565695,-0.8193256863726953,0.0,301212,2766960,,-0.1710079866111763,-0.311136770384597,-0.4384519028208025,2.0043716643977243,25.00980995162284,121.50738692826665,104,72,376,3,3,0,2,0,46,3,132,28,2
866,TR-867,台北市,中正區,中華路二段,1.4099634606808182,住,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),53.833333333333336,-0.6964089776032933,-0.8193256863726953,0.0,300944,2769477,,0.0346539923020806,-1.6420771089734696,-0.4384519028208025,2.425980334048814,25.032542475235825,121.50482470933424,114,63,898,3,14,4,2,1,48,9,130,27,2
867,TR-868,高雄市,左營區,文川路,-0.5793184994497688,,9,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.833333333333334,0.1849326640263462,0.4922122025222426,1.0,179565,2509786,,0.1809087971138465,-0.0091156935509681,0.1273614456091611,1.6858228917724567,22.686991706998022,120.31449360017011,59,28,235,2,3,0,1,1,29,1,63,9,2
868,TR-869,桃園市,桃園區,永安路,-0.2734914230261212,,8,23,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.75,0.0458944128696496,0.779545591608766,1.0,279900,2766170,,-0.2094812041245227,-0.8929965850753735,0.8853378180342065,1.6530311063551495,25.003248116768592,121.29622252139707,47,41,172,3,3,0,0,0,12,1,74,8,0
869,TR-870,新北市,新莊區,天祥街,-0.3678231538679926,,2,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.75,0.0275091895762021,0.2589469242853338,1.0,291952,2769160,,-0.1526200517702384,-0.056893039038774,0.0376853677447895,1.7935673295721797,25.02995651656518,121.41571174847236,45,36,294,2,2,0,3,0,21,2,25,12,1
870,TR-871,台北市,南港區,研究院路二段,-0.2216510297965883,,11,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.0,-0.3310026646460241,1.252255360751111,1.0,312145,2770803,,-0.6638046403483057,-0.7223632083332103,0.8383646343909642,2.941279819177924,25.044094903204876,121.61587512311527,28,23,347,0,4,0,0,0,18,1,15,3,0
871,TR-872,新北市,樹林區,學勤路,1.8357660785981276,,2,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.583333333333333,1.4483422272229416,0.4165168473327821,1.0,288906,2760198,,1.2174225395322409,0.4481817561180291,0.5116874935993249,2.098062479875745,24.94912723058992,121.385276539415,24,17,287,3,2,0,0,0,14,1,16,5,1
872,TR-873,新北市,淡水區,北新路,-1.0756836553929976,,2,23,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.25,-1.3197829548967477,0.9695563811659832,1.0,295428,2785878,,-1.389986620912721,-1.0158526163297308,-0.4384519028208025,1.240791518251862,25.180785866187556,121.45070830811072,50,38,666,1,0,5,3,0,19,3,38,5,1
873,TR-874,高雄市,新興區,六合一路,-1.2328871844214515,,11,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.0,-0.9652928682699632,-0.4470281230939202,1.0,178499,2503800,,-1.531998056145809,0.4584197587225589,-0.1438019326950103,1.4890721792686148,22.63289065372878,120.30439186467021,94,57,374,1,3,0,5,1,48,4,175,44,3
874,TR-875,新北市,三重區,環河北路三段,0.8890600379377033,,9,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.833333333333334,1.1892254864309162,2.2610118288882077,2.0,299968,2775490,,0.9560309734856804,0.6495291406737815,0.1935509316519116,2.472825741787824,25.08686020325837,121.49537162247978,40,34,332,1,4,0,0,0,21,1,37,5,1
875,TR-876,桃園市,桃園區,同德十街,-0.2807735923114938,,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),26.58333333333333,-0.1776009577913216,0.1986996007671916,1.0,279637,2767840,,-0.2700199434469945,-0.0142346948532332,-0.4384519028208025,1.37195865992109,25.01833046102615,121.29365282989394,59,41,143,1,6,0,0,0,10,0,110,20,0
876,TR-877,高雄市,左營區,文自路,-1.060951081888267,,22,23,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.75,-0.1408305112044265,-0.3512503267317458,1.0,179286,2508945,,-0.1735540083583827,0.0523123220762104,0.3600922191143159,1.2126842736084562,22.67938545572672,120.31181630369898,60,37,234,2,2,0,1,0,32,3,122,11,2
877,TR-878,台北市,大安區,杭州南路二段,-0.0987674273011769,,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),38.66666666666666,-0.0540752387884712,-0.8193256863726953,0.0,302847,2769260,,-0.236355878122816,1.161429270900271,-0.4384519028208025,4.088992308783668,25.03051815799847,121.52367338024118,156,65,722,4,15,4,6,0,45,9,219,57,2
878,TR-879,新北市,永和區,中正路,-0.144503295783236,,2,4,住家用,加強磚造,公寓(5樓含以下無電梯),51.583333333333336,-1.1204181898084262,-0.8193256863726953,0.0,302056,2765737,,-0.6558836838014401,-1.6420771089734696,-0.4384519028208025,2.660207372743864,24.998739932218403,121.51570256133118,118,89,779,1,4,0,2,0,34,4,223,34,2
